combination,optimizer,loss,temperature,lr,clip,decay,epochs,batch_size,binary_encoding,max_code_length,embedding_size,BN,input_embedding_size,encoding_type,bias,dropout,model,spm_model_file,train_data,val_data,test_data,val_loss,train_loss
0,adam,simclr,0.005,0.001,1.0,2.5e-06,20,1024,False,500,256,False,32,spm,False,0.0,contrastive_bilstm_v3,data/organized_hdfs/spm_models_fixed/c_cpp_h_program_cc9995_vs4048.model,encoded_data_fixed/c_cpp_h_program_cc9995_vs4048_a0.5_l-1_train.h5,encoded_data_fixed/c_cpp_h_program_cc9995_vs4048_a0.5_l-1_val.h5,encoded_data_fixed/c_cpp_h_program_cc9995_vs4048_a0.5_l-1_test.h5,3.240340232849121,2.881225109100342
