combination,model,k_cross_val,max_authors,model_params,accuracy
2,svm,5,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.756875
2,svm,5,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.7927500000000001
2,svm,5,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.8586666666666668
2,svm,2,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.5803125
2,svm,2,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.638125
2,svm,2,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.7133333333333334
3,k_neighbors,9,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.8093055555555555
3,k_neighbors,9,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.8500000000000001
3,k_neighbors,9,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.908148148148148
3,k_neighbors,5,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.753125
3,k_neighbors,5,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.7965
3,k_neighbors,5,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.8693333333333333
3,k_neighbors,2,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.6046875
3,k_neighbors,2,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.6699999999999999
3,k_neighbors,2,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.7633333333333334
3,svm,9,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.8297916666666666
3,svm,9,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.8608333333333333
3,svm,9,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.9177777777777778
3,svm,5,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.7705
3,svm,5,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.8137500000000001
3,svm,5,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.892
3,svm,2,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.6046875
3,svm,2,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.6699999999999999
3,svm,2,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.7633333333333334
4,k_neighbors,9,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.90375
4,k_neighbors,9,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.92625
4,k_neighbors,9,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.9503703703703704
4,k_neighbors,5,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.865875
4,k_neighbors,5,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.8905000000000001
4,k_neighbors,5,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.9213333333333332
4,k_neighbors,2,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.7221875
4,k_neighbors,2,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.771875
4,k_neighbors,2,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.8300000000000001
4,svm,9,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.9107638888888888
4,svm,9,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.93125
4,svm,9,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.9585185185185184
4,svm,5,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.874125
4,svm,5,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.8947499999999999
4,svm,5,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.9173333333333332
4,svm,2,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.7221875
4,svm,2,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.771875
4,svm,2,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.8300000000000001
5,k_neighbors,9,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.8914583333333334
5,k_neighbors,9,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.9158333333333332
5,k_neighbors,9,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.9407407407407408
5,k_neighbors,5,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.8465
5,k_neighbors,5,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.8765000000000001
5,k_neighbors,5,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.908
5,k_neighbors,2,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.691875
5,k_neighbors,2,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.75
5,k_neighbors,2,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.82
5,svm,9,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.8987500000000002
5,svm,9,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.9208333333333336
5,svm,9,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.9518518518518518
5,svm,5,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.85875
5,svm,5,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.8870000000000001
5,svm,5,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.9133333333333332
5,svm,2,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.691875
5,svm,2,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.75
5,svm,2,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.82
6,k_neighbors,9,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.7919444444444443
6,k_neighbors,9,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.8349999999999999
6,k_neighbors,9,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.8866666666666666
6,k_neighbors,5,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.7390000000000001
6,k_neighbors,5,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.7729999999999999
6,k_neighbors,5,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.852
6,k_neighbors,2,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.5825
6,k_neighbors,2,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.64125
6,k_neighbors,2,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.7066666666666667
6,svm,9,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.8023611111111112
6,svm,9,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.8431944444444445
6,svm,9,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.8918518518518517
6,svm,5,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.749125
6,svm,5,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.79225
6,svm,5,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.8546666666666667
6,svm,2,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.5825
6,svm,2,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.64125
6,svm,2,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.7066666666666667
7,k_neighbors,9,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.7928472222222224
7,k_neighbors,9,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.8359722222222223
7,k_neighbors,9,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.8896296296296295
7,k_neighbors,5,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.7423749999999999
7,k_neighbors,5,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.7855000000000001
7,k_neighbors,5,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.86
7,k_neighbors,2,1600,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.5803125
7,k_neighbors,2,800,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.6343749999999999
7,k_neighbors,2,150,"{'n_jobs': -1, 'weights': 'distance', 'algorithm': 'brute', 'n_neighbors': 1, 'output_layer': 'output_embedding'}",0.73
7,svm,9,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.8030555555555555
7,svm,9,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.8380555555555556
7,svm,9,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.9007407407407408
7,svm,5,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.754125
7,svm,5,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.7939999999999999
7,svm,5,150,"{'C': 100, 'output_layer': 'output_embedding'}",0.8626666666666667
7,svm,2,1600,"{'C': 100, 'output_layer': 'output_embedding'}",0.5803125
7,svm,2,800,"{'C': 100, 'output_layer': 'output_embedding'}",0.6343749999999999
